la,ld,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,app,asexp,rsexp,asawr,rsawr,defect
12,12,12,3,1.0,3.0,0.6529166666666667,3.0,0,7.0,28.663246527777776,1.0,135.0,170.0,0.0340085021255313,0.0427606901725431,False
130,109,1,1,0.4130332506802213,2.0,1.9483333333333333,2.0,0,1.0,17.08082175925926,1.0,40.0,87.0,0.0130781499202551,0.0280701754385964,False
7,41,1,1,0.0,1.0,0.11449074074074074,2.0,0,0.0,0.0,1.0,38.0,267.0,0.0124362244897959,0.0854591836734693,False
13,13,8,1,0.9750064312311532,1.0,0.4351388888888889,2.0,0,3.0,42.5723912037037,1.0,70.0,113.0,0.0226330889384762,0.0363404526617787,False
4,0,1,1,0.0,1.0,8.861782407407407,4.0,0,0.0,0.0,4.0,151.0,585.0,0.0484384958572339,0.1867431485022307,False
6,6,1,1,0.0,1.0,115.91819444444445,5.0,0,1.0,88.82645833333333,1.0,0.0,39.0,0.0003185727938834,0.012742911755336,False
25,10,1,1,0.5916727785823275,1.0,115.91819444444445,6.0,0,2.0,0.0023553240740740744,1.0,1.0,40.0,0.0006369426751592,0.0130573248407643,False
4,4,1,1,0.0,3.0,1.225300925925926,7.0,0,6.0,11.710347222222223,2.0,283.0,388.0,0.090417064629099,0.1238459089461954,False
195,11,2,2,0.4202985267289512,9.0,1.0987500000000001,5.0,0,8.0,13.641458333333333,2.0,131.0,291.0,0.0336648814078041,0.0744707982657485,True
0,0,1,1,0.0,1.0,0.13449074074074074,1.0,0,1.0,70.11114583333334,2.0,45.0,47.0,0.0146356983773464,0.015272033089405,False
1,1,1,1,0.0,1.0,1.0734259259259258,1.0,0,2.0,10.829409722222222,2.0,102.0,336.0,0.0327608142493638,0.1071882951653944,False
4,4,1,1,0.8112781244591328,2.0,1.1769560185185186,4.0,0,5.0,5.029583333333333,2.0,162.0,210.0,0.0518282988871224,0.0670906200317965,False
15,22,4,2,0.9521242671045048,1.0,0.9652546296296296,2.0,0,7.0,11.607589699074074,3.0,377.0,828.0,0.0963057324840764,0.2112101910828025,False
49,8,1,1,0.5373760853377336,2.0,0.9351273148148148,2.0,0,7.0,6.238391203703704,2.0,163.0,211.0,0.0521131236097871,0.067365745154115,False
190,107,2,1,0.8231854458915894,2.0,0.40944444444444444,2.0,0,8.0,12.263774928774929,1.0,64.0,64.0,0.0206480304955527,0.0206480304955527,True
5,5,1,1,0.0,1.0,0.06693287037037036,1.0,0,3.0,3.6714699074074075,2.0,46.0,66.0,0.0149253731343283,0.0212765957446808,False
4,2,1,1,0.9182958340544896,1.0,0.9396412037037036,2.0,0,2.0,4.18681712962963,2.0,163.0,369.0,0.052063492063492,0.1174603174603174,False
4,5,1,1,0.0,5.0,1.1258564814814815,8.0,0,3.0,69.16510416666667,2.0,0.0,92.0,0.0003173595683909,0.0295144398603617,False
0,0,1,1,0.0,1.0,0.7962962962962963,3.0,0,0.0,0.0,1.0,164.0,74.0,0.0523477157360406,0.0237944162436548,False
30,16,1,1,0.6433763507613189,1.0,2.630763888888889,5.0,0,9.0,3.0127546296296295,4.0,27.0,245.0,0.0088804313352362,0.0780209324452902,False
194,6,3,2,0.8457667202971333,8.0,9.56318287037037,10.0,0,6.0,0.21546296296296297,3.0,246.0,721.0,0.0628019323671497,0.1835748792270531,False
0,12,1,1,1.0,1.0,1.0732638888888888,5.0,0,2.0,24.938506944444445,4.0,66.0,118.0,0.0212361331220285,0.0377179080824088,False
81,29,1,1,0.0,2.0,0.9308796296296297,1.0,0,3.0,34.04246527777778,2.0,83.0,101.0,0.0536741214057508,0.0651757188498402,False
2,2,1,1,0.0,1.0,0.07886574074074074,0.0,1,4.0,45.95634259259259,1.0,206.0,206.0,0.0655893536121673,0.0655893536121673,True
1,1,1,1,0.0,1.0,3.3324189814814815,4.0,0,7.0,18.771805555555556,2.0,29.0,184.0,0.0095026924295216,0.0585999366487171,False
33,20,1,1,0.9244571409964928,7.0,6.43681712962963,11.0,0,7.0,9.01240162037037,2.0,118.0,205.0,0.0376820772640911,0.0652311589613679,False
4,1,1,1,0.7219280948873623,1.0,3.4609490740740743,3.0,0,0.0,0.0,2.0,1.0,299.0,0.0006331117442228,0.0949667616334283,False
7,2,1,1,0.0,1.0,2.997546296296296,6.0,0,2.0,0.18333333333333335,4.0,49.0,244.0,0.0158227848101265,0.0775316455696202,False
2,1,1,1,0.9182958340544896,1.0,2.9975231481481486,1.0,0,9.0,0.23131944444444444,2.0,50.0,104.0,0.0161341347674786,0.0332173362859854,False
1,1,1,1,0.0,1.0,5.849016203703704,2.0,0,1.0,5.091215277777778,2.0,3.0,218.0,0.0012650221378874,0.0692599620493358,False
6,9,1,1,0.0,1.0,3.048541666666667,2.0,0,5.0,6.030034722222222,3.0,75.0,236.0,0.0240278216882706,0.0749288650015807,False
70,70,2,2,0.9166486125069748,6.0,49.986851851851846,3.0,0,2.0,14.03903846153846,2.0,88.0,95.0,0.0281289506953223,0.0303413400758533,False
4,2,1,1,0.0,1.0,0.1184837962962963,1.0,0,7.0,0.05086805555555556,2.0,51.0,195.0,0.0164296998420221,0.0619273301737756,False
1,1,1,1,0.0,1.0,0.11847222222222221,1.0,0,6.0,6.043055555555555,2.0,35.0,103.0,0.0229885057471264,0.0664112388250319,False
1,1,1,1,0.0,1.0,7.947662037037037,5.0,0,13.0,4.339143518518519,2.0,44.0,157.0,0.0142135186355022,0.0499052432090966,False
2,3,1,1,0.9709505944546686,1.0,7.935625000000001,4.0,0,1.0,44.93247106481481,2.0,45.0,161.0,0.0145247868645405,0.0511525102620776,False
2,0,1,1,0.0,2.0,43.08711805555556,6.0,0,6.0,4.129027777777778,2.0,7.0,87.0,0.0025252525252525,0.0277777777777777,False
8,0,1,1,0.0,1.0,1.0042939814814815,1.0,0,6.0,4.116875,2.0,47.0,68.0,0.0151467339854843,0.0217734301041337,False
23,1,2,2,0.4138168503036337,1.0,0.11267361111111111,4.0,0,10.0,15.937135416666665,2.0,41.0,174.0,0.0106302201974183,0.0442925841559099,False
506,29,6,3,0.5063025608332519,7.0,14.745891203703705,12.0,0,6.0,5.682067901234568,1.0,201.0,74.0,0.0511133603238866,0.0189777327935222,False
10,0,2,2,0.8812908992306927,2.0,0.22898148148148148,4.0,1,2.0,26.031574074074072,1.0,333.0,333.0,0.0844927902858588,0.0844927902858588,False
23,0,2,2,0.8710381856146567,1.0,0.12447916666666665,1.0,0,3.0,15.40042824074074,2.0,59.0,59.0,0.015174506828528,0.015174506828528,False
7,4,1,1,0.9940302114769564,1.0,0.07797453703703704,2.0,0,5.0,3.9247685185185186,1.0,5.0,65.0,0.0018903591682419,0.0207939508506616,False
12,93,3,1,0.6515577120293473,1.0,0.0961111111111111,3.0,0,5.0,14.834756944444445,1.0,188.0,75.0,0.0595275590551181,0.0239370078740157,False
4,4,1,1,0.0,1.0,0.06900462962962962,1.0,0,3.0,11.618194444444443,2.0,87.0,102.0,0.0560152768936982,0.0655633354551241,False
1,1,1,1,0.0,1.0,7.886793981481482,1.0,0,0.0,0.0,2.0,0.0,1.0,0.0714285714285714,0.1428571428571428,False
6,1,1,1,0.0,1.0,0.6667708333333334,3.0,0,3.0,0.07902777777777778,1.0,6.0,66.0,0.0022040302267002,0.0210957178841309,False
0,5,1,1,0.0,1.0,0.6672106481481482,3.0,0,7.0,5.433842592592593,1.0,7.0,67.0,0.0025180988353792,0.0214038401007239,False
52,32,2,2,0.5137201104864776,1.0,0.08190972222222222,1.0,0,6.0,9.857650462962964,2.0,334.0,454.0,0.0845959595959596,0.1148989898989899,True
12,44,2,1,0.4799426374918747,2.0,15.041805555555555,4.0,0,10.0,4.110567129629629,1.0,189.0,165.0,0.0597672223969801,0.0522176785152563,False
3,2,1,1,0.0,2.0,0.07918981481481481,2.0,0,7.0,1.0997800925925925,2.0,47.0,209.0,0.0150943396226415,0.0660377358490566,True
3,1,1,1,0.0,1.0,1.8844791666666667,1.0,0,2.0,0.9420601851851852,2.0,165.0,373.0,0.0521848475322225,0.1175730902232002,False
2,2,1,1,0.0,1.0,0.7994907407407408,2.0,0,13.0,6.7700347222222215,3.0,106.0,362.0,0.0336266499057196,0.1140791954745443,False
1,1,1,1,0.0,1.0,7.757777777777778,1.0,0,1.0,161.80056712962963,2.0,5.0,17.0,0.0389610389610389,0.1168831168831168,False
23,8,1,1,0.8547155458582528,2.0,0.7512500000000001,1.0,0,4.0,4.141678240740741,2.0,103.0,341.0,0.0326735783851712,0.1074458058435438,False
21,19,3,2,0.648310175266436,2.0,0.18873842592592593,5.0,0,19.0,6.190957754629629,3.0,187.0,458.0,0.0474029248613212,0.1157337367624811,False
35,7,1,1,0.8296071030882031,1.0,0.07953703703703703,3.0,0,5.0,0.2599884259259259,1.0,8.0,65.0,0.0028257456828885,0.0207221350078492,False
1,1,1,1,0.0,1.0,1.3822106481481482,2.0,0,6.0,7.297372685185185,3.0,58.0,66.0,0.0374841168996188,0.042566709021601,False
1,1,1,1,0.0,1.0,1.380613425925926,2.0,0,2.0,25.05189814814815,3.0,59.0,90.0,0.0380952380952381,0.0577777777777777,False
4,3,1,1,0.863120568566631,1.0,1.3811226851851852,2.0,0,0.0,0.0,3.0,60.0,68.0,0.0387055837563451,0.0437817258883248,False
1,1,1,1,0.0,1.0,1.380775462962963,2.0,0,2.0,14.982824074074074,3.0,61.0,92.0,0.0393151553582752,0.0589727330374128,False
21,13,1,1,0.0,1.0,1.6245023148148148,2.0,0,9.0,5.059861111111111,3.0,207.0,374.0,0.0652856246076585,0.1177024482109227,False
108,26,3,2,0.6068161593984309,4.0,2.105810185185185,3.0,0,4.0,0.33033564814814814,2.0,60.0,60.0,0.015353637050088,0.015353637050088,False
104,55,2,2,0.8951441517374927,8.0,2.1391087962962962,7.0,0,3.0,29.93517361111111,2.0,61.0,70.0,0.0156014091595369,0.0178661298439859,False
4,2,1,1,0.579380164285695,2.0,1.8844791666666667,1.0,0,2.0,5.276909722222222,2.0,167.0,376.0,0.0526810912511759,0.1182188773910316,True
4,1,1,1,0.7219280948873623,1.0,0.045752314814814815,2.0,0,4.0,7.410734953703703,1.0,197.0,41.0,0.0620689655172413,0.0131661442006269,False
42,24,1,1,0.7702967360799962,3.0,14.134351851851852,6.0,0,18.0,12.93342013888889,5.0,130.0,305.0,0.0410529614540896,0.095894703854591,False
0,1,1,1,0.0,1.0,0.2864699074074074,3.0,0,0.0,0.0,1.0,46.0,161.0,0.0147243107769423,0.0507518796992481,False
0,5,1,1,0.7219280948873623,1.0,0.27238425925925924,2.0,0,2.0,35.00946759259259,1.0,47.0,10.0,0.0150328844347009,0.0034450360162856,False
0,6,1,1,0.6500224216483541,1.0,0.26598379629629626,2.0,0,1.0,31.985266203703702,1.0,48.0,11.0,0.0153412648716343,0.0037570444583594,False
0,9,2,1,0.7725068857142602,1.0,0.14181712962962964,3.0,0,12.0,7.911828703703704,1.0,49.0,198.0,0.0156494522691705,0.0622848200312989,False
5,8,6,3,0.8509553984313722,7.0,13.214432870370372,5.0,0,4.0,4.891367669753087,2.0,53.0,174.0,0.0132710739739493,0.0430081101007618,False
7,16,1,1,0.6665783579949205,1.0,1.5468055555555555,5.0,0,2.0,18.72914351851852,2.0,4.0,4.0,0.5,0.5,False
1,1,1,1,0.0,1.0,1.5344560185185185,5.0,0,3.0,11.10107638888889,1.0,60.0,105.0,0.0190803878636221,0.0331560838285893,False
21,8,1,1,0.2163969324512646,1.0,0.1310300925925926,4.0,0,5.0,58.02345486111111,2.0,89.0,260.0,0.0281425891181988,0.0816135084427767,False
3,4,1,1,0.9852281360342516,1.0,0.19056712962962963,1.0,0,13.0,3.868171296296296,2.0,9.0,170.0,0.0031259768677711,0.0534542044388871,False
81,29,3,2,0.7910821179557556,10.0,51.0820949074074,14.0,0,10.0,2.80945987654321,2.0,114.0,121.0,0.0288509784244857,0.0306071249372804,False
8,6,1,1,0.8881659264001538,1.0,0.4458333333333333,3.0,0,9.0,1.2648929398148148,1.0,66.0,68.0,0.0209309590752889,0.021555763823805,False
40,269,9,3,0.45082392860871,2.0,2.2236805555555557,9.0,0,23.0,16.78658978174603,6.0,159.0,791.0,0.0388915896937287,0.1925133689839572,False
0,15,1,1,0.8366407419411672,1.0,7.408761574074074,4.0,0,9.0,1.1116898148148149,2.0,51.0,348.0,0.0162347798938495,0.1089603496721823,False
3,3,1,1,0.0,1.0,0.037349537037037035,0.0,1,5.0,27.022337962962965,1.0,58.0,58.0,0.0372710044219835,0.0372710044219835,False
31,19,2,1,0.7680426301087878,1.0,0.9430902777777778,2.0,0,9.0,0.10636316872427981,3.0,92.0,102.0,0.0290262172284644,0.032147315855181,False
415,34,3,2,0.9015849692241298,7.0,37.68918981481482,11.0,0,10.0,5.903113425925926,5.0,87.0,972.0,0.0220440881763527,0.2437374749498998,False
38,2,1,1,0.8568271664746129,4.0,1.8152199074074076,10.0,0,5.0,18.40785648148148,2.0,5.0,226.0,0.0018714909544603,0.0708047411104179,True
1,6,1,1,0.9852281360342516,1.0,7.083900462962963,2.0,0,1.0,91.67880208333334,2.0,52.0,266.0,0.0165263486124103,0.0832553788587465,False
2,7,1,1,0.9182958340544896,2.0,0.1639699074074074,3.0,0,0.0,0.0,1.0,53.0,165.0,0.0168329177057356,0.0517456359102244,False
39,0,2,2,0.7568858620366526,4.0,15.03974537037037,10.0,0,1.0,38.746045524691354,1.0,0.0,189.0,0.0002502502502502,0.0475475475475475,False
120,118,14,2,0.8957018414005747,4.0,16.76076388888889,7.0,0,39.0,5.337335551697532,3.0,61.0,317.0,0.0155116337252939,0.0795596697523142,False
25,0,3,2,0.4035151400004137,2.0,15.282407407407407,2.0,0,6.0,4.788217592592592,2.0,338.0,458.0,0.084792396198099,0.1148074037018509,True
3,3,1,1,0.0,2.0,7.118425925925926,1.0,0,2.0,15.664166666666667,2.0,297.0,442.0,0.1876574307304785,0.2789672544080604,False
1,1,1,1,0.0,1.0,7.099722222222223,1.0,0,4.0,15.685011574074075,2.0,298.0,443.0,0.1881686595342983,0.2794210195091252,False
2,2,1,1,0.0,2.0,7.154814814814816,2.0,0,2.0,15.69111111111111,2.0,299.0,444.0,0.1886792452830188,0.279874213836478,False
1,1,1,1,0.0,2.0,7.154814814814816,1.0,0,3.0,5.462557870370371,2.0,300.0,445.0,0.1891891891891892,0.2803268384663733,False
5,5,1,1,0.0,1.0,7.154791666666667,1.0,0,4.0,15.705717592592592,2.0,301.0,446.0,0.1896984924623115,0.2807788944723618,False
0,28,2,1,1.0,1.0,0.19400462962962964,3.0,0,3.0,32.33072337962963,1.0,302.0,39.0,0.1902071563088512,0.0251098556183301,False
2,2,1,1,0.0,1.0,0.05787037037037037,2.0,0,2.0,32.8046875,1.0,93.0,27.0,0.0292652552926525,0.0087173100871731,False
6,6,1,1,0.9182958340544896,1.0,0.08869212962962963,2.0,0,4.0,1.0183564814814814,1.0,9.0,166.0,0.0031123560535325,0.0519763460939931,False
13,23,1,1,0.6922613031629021,2.0,1.026701388888889,2.0,0,2.0,14.018908179012348,2.0,104.0,344.0,0.0326695706285003,0.1073428749222153,False
2,0,1,1,0.0,1.0,0.15912037037037038,2.0,0,5.0,1.9661342592592594,1.0,69.0,67.0,0.0217729393468118,0.0211508553654743,False
1,110,2,1,0.2238125551345859,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
17,23,2,2,0.4462841661186388,1.0,0.04556712962962963,1.0,0,5.0,1.0099305555555556,2.0,135.0,321.0,0.0339236717385881,0.0803192816163631,True
1610,1697,61,1,0.8497210222298968,5.0,1.5960879629629632,4.0,1,25.0,1.3617753136200719,1.0,59.0,59.0,0.0376175548589341,0.0376175548589341,False
4,22,3,2,0.6673610496436276,2.0,1.1223726851851852,5.0,0,24.0,5.927314814814815,2.0,13.0,202.0,0.0034904013961605,0.0506108202443281,False
55,14,2,1,0.8111351525952675,5.0,192.9754861111111,20.0,0,26.0,0.496140873015873,2.0,5.0,271.0,0.0018645121193287,0.0845245494095711,False
1,1,1,1,0.0,3.0,192.97546296296298,14.0,0,3.0,0.0002777777777777778,2.0,6.0,272.0,0.0021745883814849,0.0848089468779123,False
66,43,6,2,0.8593798859180201,4.0,192.9754861111111,17.0,0,26.0,0.18724247685185183,2.0,7.0,315.0,0.001993024414549,0.0787244643746886,False
13,5,1,1,0.5032583347756457,3.0,192.97547453703703,13.0,0,3.0,0.0002662037037037037,2.0,8.0,274.0,0.0027941633033219,0.0853772120459484,False
162,7,1,1,0.2487659160353651,3.0,196.45728009259258,18.0,0,3.0,0.00012731481481481483,2.0,9.0,275.0,0.0031036623215394,0.0856610800744879,False
48,43,1,1,0.7175106531195437,1.0,1.1223726851851852,6.0,0,15.0,0.05731481481481482,3.0,11.0,295.0,0.0037232392181197,0.0918399007136208,False
23,67,1,1,0.7585465593222541,1.0,0.6767939814814815,3.0,0,10.0,0.9223148148148148,2.0,68.0,71.0,0.0214019851116625,0.0223325062034739,True
0,93,1,1,0.0,2.0,19.10472222222222,4.0,0,3.0,1.1098263888888888,2.0,106.0,116.0,0.0331782945736434,0.0362790697674418,False
33,4,4,1,0.9992232235196632,1.0,0.7709027777777777,1.0,0,1.0,70.39737268518519,2.0,60.0,68.0,0.0381727158948685,0.0431789737171464,True
195,36,3,2,0.6303843982424582,1.0,0.07461805555555555,1.0,0,14.0,19.90139531893004,2.0,197.0,295.0,0.0492414822183536,0.0736135289728923,True
1,1,1,1,0.0,2.0,0.4976041666666667,5.0,0,3.0,0.2152314814814815,1.0,69.0,71.0,0.0216919739696312,0.0223117446544778,False
1,0,1,1,0.0,1.0,0.7028356481481483,1.0,0,7.0,1.7747337962962961,2.0,174.0,448.0,0.0542131350681536,0.1390954151177199,False
37,7,1,1,0.8511367895096125,1.0,0.7028240740740741,1.0,0,21.0,0.7298321759259259,2.0,175.0,449.0,0.0545060390213688,0.1393620315887271,False
24,0,2,2,0.6500224216483541,1.0,0.7825462962962964,1.0,0,6.0,16.43346064814815,2.0,44.0,110.0,0.0111801242236024,0.0275776397515527,False
19,7,1,1,0.9957274520849256,2.0,1.1410763888888888,2.0,0,1.0,28.442546296296296,2.0,169.0,382.0,0.0526152893840916,0.1185391519653358,False
201,134,2,2,0.4723572924510189,3.0,0.9616550925925926,1.0,0,2.0,13.587939814814815,2.0,171.0,337.0,0.0427116960516513,0.0839334492177799,False
215,106,2,1,0.7765220473551774,2.0,1.025011574074074,7.0,0,11.0,6.218465277777778,1.0,72.0,70.0,0.0225796473863284,0.0219610269099907,True
3,0,1,1,0.0,1.0,0.058298611111111114,2.0,0,6.0,2.8009837962962965,1.0,73.0,76.0,0.0228818800247371,0.0238095238095238,False
5,1,1,1,0.0,4.0,12.03119212962963,2.0,0,1.0,0.7247337962962962,2.0,97.0,198.0,0.0611735330836454,0.1242197253433208,False
1747,185,4,2,0.4892059322074162,12.0,63.18101851851852,1.0,0,4.0,3.4005555555555556,2.0,137.0,415.0,0.0342346812205408,0.1032001984619201,True
272,15,4,3,0.7320601775092253,7.0,7.978391203703704,7.0,0,3.0,14.90240425084175,1.0,1.0,108.0,0.0004935834155972,0.0269002961500493,True
39,0,1,1,0.5524951143251111,2.0,0.048321759259259266,2.0,0,4.0,27.010896990740743,1.0,10.0,74.0,0.0033982082174853,0.0231696014828544,False
4,5,4,1,0.9823887817956214,2.0,0.058229166666666665,2.0,0,1.0,6.690243055555555,2.0,14.0,15.0,0.0961538461538461,0.1025641025641025,False
314,8,19,1,0.8530904008892229,1.0,5.894733796296296,2.0,0,14.0,8.233594054580896,3.0,303.0,525.0,0.1894080996884735,0.3277258566978193,False
0,1,1,1,0.0,1.0,0.07961805555555555,2.0,0,6.0,14.533368055555556,1.0,88.0,92.0,0.0274861025324274,0.028721432983323,False
2,2,2,1,1.0,1.0,0.09403935185185186,4.0,0,10.0,2.23912037037037,1.0,29.0,71.0,0.009262117937635,0.0222290830503241,False
19,9,1,1,0.0,1.0,1.1488194444444444,4.0,0,3.0,0.7997337962962963,2.0,62.0,165.0,0.0194444444444444,0.0512345679012345,False
43,10,3,2,0.9184338044559,3.0,14.130462962962964,8.0,0,19.0,0.3763078703703704,3.0,45.0,339.0,0.0113917781079742,0.08420009905894,False
6,2,1,1,0.0,2.0,0.14319444444444443,3.0,0,8.0,0.15434027777777778,1.0,52.0,72.0,0.0163479333744602,0.0225169648365206,False
84,20,2,1,0.8530135106885995,2.0,29.03625,1.0,0,2.0,38.50135127314815,2.0,209.0,209.0,0.064754856614246,0.064754856614246,False
3,1,1,1,0.0,3.0,0.12858796296296296,1.0,0,4.0,3.1448263888888888,2.0,61.0,134.0,0.0385812072184194,0.0840074673304293,False
27,2,2,2,0.362051251733998,1.0,0.0895949074074074,3.0,0,8.0,4.8718055555555555,2.0,74.0,277.0,0.0185551707075705,0.0687778327560613,False
59,2,1,1,0.9904799742690308,1.0,0.6362152777777778,1.0,0,3.0,0.907974537037037,2.0,71.0,147.0,0.0221879815100154,0.0456086286594761,False
4,2,1,1,0.0,1.0,3.25212962962963,3.0,0,3.0,17.24530092592593,2.0,29.0,123.0,0.0186451211932877,0.077066500932256,False
48,34,1,1,0.7714117884321648,8.0,18.33173611111111,36.0,0,5.0,9.873449074074074,2.0,6.0,185.0,0.0021565003080714,0.0573012939001848,False
3,2,2,2,0.9609640474436812,2.0,76.16949074074074,10.0,0,4.0,8.6584375,1.0,3.0,255.0,0.0009886307464162,0.0632723677706376,False
16,0,2,2,0.5435644431995964,1.0,10.69675925925926,2.0,0,7.0,0.9494097222222222,1.0,46.0,68.0,0.0116135408944897,0.01704966641957,False
157,20,4,3,0.7387849034397233,31.0,486.0898726851852,57.0,0,9.0,2.6385546875,2.0,8.0,92.0,0.0021760154738878,0.022485493230174,True
608,3503,9,3,0.5056154288086507,11.0,21.125393518518518,36.0,0,16.0,0.17945216049382715,1.0,7.0,325.0,0.0019337684312303,0.0788010635726371,True
0,62,5,1,0.8705922835048524,1.0,5.148159722222222,1.0,0,2.0,0.7769675925925926,2.0,304.0,449.0,0.1889714993804213,0.2788104089219331,False
2,0,2,2,1.0,2.0,0.05106481481481481,2.0,0,13.0,1.7881828703703704,2.0,53.0,242.0,0.0133300419649469,0.0599851888422611,False
1160,187,12,3,0.8525100829462481,9.0,10.200532407407406,6.0,0,11.0,1.7154210758377424,1.0,182.0,206.0,0.0449410609037328,0.0508349705304518,False
95,151,6,1,0.3535373098661477,1.0,5.157025462962963,1.0,0,3.0,1.8139169973544975,2.0,305.0,450.0,0.1892393320964749,0.2789115646258503,False
0,0,1,1,0.0,1.0,5.135428240740741,1.0,0,2.0,0.02883101851851852,2.0,306.0,451.0,0.1897404202719406,0.2793572311495673,False
0,0,2,1,0.0,1.0,5.12412037037037,1.0,0,2.0,0.027934027777777776,2.0,307.0,452.0,0.1902408894379246,0.2798023471278567,False
83,83,2,1,0.922259647473802,2.0,5.093854166666667,2.0,0,2.0,0.028564814814814817,2.0,308.0,453.0,0.1907407407407407,0.2802469135802469,False
11,1,1,1,0.8112781244591328,1.0,0.039907407407407405,2.0,0,5.0,0.9756944444444445,1.0,11.0,72.0,0.0036889025514909,0.0224408238549031,False
2,3,2,1,0.7219280948873623,2.0,0.1702662037037037,5.0,0,7.0,0.6101967592592593,1.0,12.0,73.0,0.0039950829748002,0.0227412415488629,False
2,2,1,1,0.0,1.0,5.077870370370371,1.0,0,4.0,45.693530092592596,2.0,309.0,454.0,0.1912399753238741,0.2806909315237508,False
2,3,1,1,0.0,1.0,2.632627314814815,2.0,0,3.0,17.864097222222224,1.0,310.0,83.0,0.1917385943279901,0.0517879161528976,False
0,3,1,1,0.0,1.0,2.6287962962962963,2.0,0,3.0,17.87615740740741,1.0,311.0,84.0,0.1922365988909427,0.0523721503388786,False
17,5,2,2,0.9940302114769564,3.0,11.964618055555555,3.0,0,6.0,1.925978009259259,2.0,138.0,301.0,0.0342195962580009,0.0743476120137863,False
3,3,1,1,0.0,1.0,3.8306597222222223,1.0,0,3.0,15.051296296296295,2.0,63.0,63.0,0.4025157232704403,0.4025157232704403,False
0,0,1,1,0.0,1.0,0.11122685185185184,3.0,0,8.0,2.1210185185185186,1.0,51.0,178.0,0.0159705159705159,0.0549754299754299,False
34,20,2,2,0.9000261499440293,3.0,49.07252314814815,14.0,0,5.0,91.06216435185185,3.0,137.0,296.0,0.0339566929133858,0.0730807086614173,False
26,0,2,2,0.2351933818192414,3.0,66.05537037037037,5.0,0,5.0,2.0139930555555554,1.0,4.0,138.0,0.001230012300123,0.0341943419434194,False
10,10,1,1,0.9709505944546686,3.0,4.037268518518519,2.0,0,1.0,146.99461805555555,2.0,179.0,282.0,0.0552316661552623,0.0868364528996624,False
90,111,1,1,0.0,4.0,34.00210648148148,2.0,0,1.0,173.03466435185183,3.0,180.0,542.0,0.055521472392638,0.1665644171779141,False
1449,0,3,2,0.4915086593958006,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,0,1,1,0.0,2.0,1.5768402777777777,3.0,0,19.0,5.056041666666666,3.0,53.0,303.0,0.0165593376264949,0.0932229377491567,False
31,4,2,2,0.8841532962037613,5.0,14.779814814814815,14.0,0,3.0,11.554502314814814,3.0,59.0,51.0,0.0147456377488326,0.0127795527156549,False
0,4,1,1,0.0,2.0,6.984189814814815,2.0,0,2.0,8.224467592592593,2.0,17.0,195.0,0.0055163959546429,0.0600674226172234,False
0,1185,1,1,0.6886646666239906,1.0,5.9254745370370365,9.0,0,1.0,19.32990547839506,4.0,55.0,581.0,0.017156862745098,0.1783088235294117,False
4,410,2,2,0.6023142199241712,3.0,6.056840277777778,8.0,0,3.0,0.003837962962962963,2.0,63.0,243.0,0.0157170923379174,0.0599214145383104,False
7,21,1,1,0.0,4.0,2.2635995370370368,5.0,0,3.0,0.05649305555555555,1.0,18.0,411.0,0.0116635972989564,0.2529158993247391,False
7,1,2,1,0.8112781244591328,1.0,0.8922916666666666,2.0,0,6.0,4.984201388888889,1.0,8.0,184.0,0.0027556644213104,0.0566442131047152,False
0,4,1,1,0.0,2.0,0.2585300925925926,2.0,0,2.0,1.8765393518518518,2.0,185.0,449.0,0.0569329660238751,0.1377410468319559,False
23,4,1,1,0.906787692342194,4.0,8.217372685185184,8.0,0,7.0,4.657795965608465,2.0,9.0,251.0,0.0030599755201958,0.0771113831089351,False
87,60,2,2,0.7839370852744881,7.0,7.621979166666667,11.0,0,3.0,0.09465663580246914,3.0,65.0,250.0,0.0161883738042678,0.0615648761344125,True
30,0,1,1,0.6766796675107106,1.0,0.10479166666666667,3.0,0,3.0,5.309372106481482,1.0,13.0,78.0,0.0042813455657492,0.0241590214067278,False
18,1,2,2,0.4854607607459134,1.0,0.08090277777777778,1.0,0,8.0,6.107488425925926,2.0,174.0,341.0,0.0429026722235842,0.0838440794312331,False
14,26,1,1,0.7183332409583436,1.0,0.07065972222222222,2.0,0,6.0,6.667199074074074,1.0,14.0,79.0,0.0045843520782396,0.0244498777506112,False
6,35,1,1,0.4712730039278278,3.0,0.14509259259259258,1.0,0,12.0,6.127384259259259,2.0,80.0,93.0,0.0247479376718606,0.0287198289031469,False
10,2,6,3,0.7086048612313038,1.0,0.0897337962962963,4.0,0,10.0,6.99890625,1.0,18.0,101.0,0.0046318868844466,0.0248659190638712,False
2,2,1,1,0.0,1.0,0.1325462962962963,1.0,0,3.0,5.933356481481481,2.0,312.0,458.0,0.1916717697489283,0.2810777709736681,False
88,6,1,1,0.9072774879243348,1.0,0.07136574074074074,5.0,0,5.0,0.10330825617283951,1.0,17.0,82.0,0.0054961832061068,0.0253435114503816,False
2,4,1,1,0.0,1.0,0.8096412037037037,2.0,0,3.0,48.161435185185184,2.0,313.0,459.0,0.1921664626682986,0.2815177478580171,False
